"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1663724943786536961","Wed May 31 17:36:01 +0000 2023","0","@jokowi Mantap sekali Pak. Semoga IKN menjadi tempat yang memberikan peluang bagi kami-kami yang tertarik kesana. Tapi pak jumlah penduduknya IKN jangan dibatasi cuma 3M orang dong pak. Jakarta aja 4 kali lebih kecil 10M saat ini. Bisa-bisa IKN sepi banget dong nanti pak.","1663962547970801664","","jokowi","in","Indonesia","0","0","0","https://x.com/ParasianPjtn/status/1663962547970801664","1511343097334190080","ParasianPjtn"
"1663724943786536961","Wed May 31 03:25:08 +0000 2023","2","@jokowi sekte penyembah matahari ya kamu?","1663748416906891264","","jokowi","in","beneath you","0","1","0","https://x.com/arddhe/status/1663748416906891264","132435339","arddhe"
"1663724943786536961","Wed May 31 07:42:46 +0000 2023","4","@jokowi keren nih","1663813252034465792","","jokowi","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/Arti_SebuahRasa/status/1663813252034465792","1056828120538406912","Arti_SebuahRasa"
"1663724943786536961","Wed May 31 13:18:45 +0000 2023","3","@jokowi https://t.co/KW24vIotWd","1663897808179699717","","jokowi","qme","Bandung Wetan, Indonesia","0","1","0","https://x.com/widlatif/status/1663897808179699717","1653403679452725248","widlatif"
"1663724943786536961","Wed May 31 10:12:44 +0000 2023","0","@jokowi Rakyat u pade jadi ojol onoh lapangan kerja pade kmne ?","1663850994126684160","","jokowi","in","pancoran barat Jaksel","0","0","0","https://x.com/ams17_ms/status/1663850994126684160","529958220","ams17_ms"
"1663724943786536961","Wed May 31 09:16:55 +0000 2023","24","@jokowi Ini momen saat Presiden Joko Widodo berikan apresiasi kepada para pemenang sayembara logo IKN Nusantara. https://t.co/Qdqhy6aoeb","1663836949080313856","","jokowi","in","Jakarta","0","2","1","https://x.com/okezonenews/status/1663836949080313856","47274731","okezonenews"
"1663724943786536961","Wed May 31 05:21:47 +0000 2023","0","@jokowi Mirip bentuk monstran untuk adorasi.. ","1663777775541686272","","jokowi","in","Yogyakarta, Indonesia","0","0","0","https://x.com/yogya_serviceAC/status/1663777775541686272","1528618615","yogya_serviceAC"
"1663724943786536961","Wed May 31 02:01:07 +0000 2023","5","@jokowi Semoga Indonesia 🇮🇩 tercinta lebih baik lagi dari segala sektor Terutama di sektor finansial Dan semoga pemimpin² negara ini bisa melek #Bitcoin (#crypto) agar tidak ketinggalan di industri ini","1663727273655291904","","jokowi","in","Indonesia ","0","1","1","https://x.com/cryptodailyid/status/1663727273655291904","1484413687708676102","cryptodailyid"
"1663724943786536961","Wed May 31 02:05:08 +0000 2023","7","@jokowi Keren","1663728286235787264","","jokowi","hu","Jombang","0","1","0","https://x.com/davidhermansyah/status/1663728286235787264","88663386","davidhermansyah"
"1663724943786536961","Wed May 31 06:44:27 +0000 2023","1","@jokowi Nggilani.. ","1663798577385320448","","jokowi","in","Planet Mars (Aline)","0","0","0","https://x.com/NotFound_1945/status/1663798577385320448","843799226","NotFound_1945"
"1663724943786536961","Thu Jun 01 11:48:53 +0000 2023","4","@jokowi Ibu kota Nusantara? Mau balik ke negara kerajaan mas?","1664237577006899200","","jokowi","in","","0","0","1","https://x.com/Tan_Mar3M/status/1664237577006899200","1270980383761330176","Tan_Mar3M"
"1663724943786536961","Wed May 31 02:36:43 +0000 2023","17","@jokowi Sptnya ikatan mahkota terpisah dg bongkol tangkai utama Mahkotanyapun bercerai berai tdk menyatu padu apakah tanda persatuan bangsa akan cerai berai jk IKN dilanjutkan? logo yg miskin narasi miskin makna","1663736232801865729","","jokowi","in","Any where any place","0","1","0","https://x.com/Nndraee07/status/1663736232801865729","1521967420889477121","Nndraee07"
"1663724943786536961","Wed May 31 10:29:24 +0000 2023","0","@jokowi Gak guna","1663855186585206784","","jokowi","eu","aboveground","0","0","0","https://x.com/ErwinRockerkids/status/1663855186585206784","1535911464","ErwinRockerkids"
"1663724943786536961","Wed May 31 10:30:05 +0000 2023","0","@jokowi Paling kayak esemka ama food estate cuma halu doank","1663855361428971520","","jokowi","in","aboveground","0","0","0","https://x.com/ErwinRockerkids/status/1663855361428971520","1535911464","ErwinRockerkids"
"1663724943786536961","Wed May 31 06:21:39 +0000 2023","0","@jokowi Manteb logonya walau suka yang satunya lagi. Tapi ini tetap bagus kok ","1663792839392907264","","jokowi","in","indonesia","0","0","0","https://x.com/FebriTriHarmoko/status/1663792839392907264","1117436973986095106","FebriTriHarmoko"
"1663724943786536961","Wed May 31 05:12:55 +0000 2023","0","@jokowi Emejing https://t.co/rIZ60ZwJ8e","1663775542104195072","https://pbs.twimg.com/tweet_video_thumb/FxbrBBVagAE4R-r.jpg","jokowi","es","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/writerfreax/status/1663775542104195072","1390568423768215553","writerfreax"
"1663724943786536961","Wed May 31 03:06:52 +0000 2023","2","@jokowi Wow Yggdrassil ","1663743822587899910","","jokowi","sv","Jakarta","0","0","0","https://x.com/madokafc1/status/1663743822587899910","1338309661","madokafc1"
"1663724943786536961","Wed May 31 01:52:35 +0000 2023","2","@jokowi Dajj ","1663725127056646145","","jokowi","es","سعيد   في الدنيا والاخره","0","2","0","https://x.com/saidalzou/status/1663725127056646145","196966157","saidalzou"
"1663724943786536961","Wed May 31 03:13:09 +0000 2023","1","@jokowi kenang²an buat si pohon","1663745403165245441","","jokowi","in","","0","0","0","https://x.com/3Vluzi/status/1663745403165245441","1394076834","3Vluzi"
"1663724943786536961","Wed May 31 11:47:10 +0000 2023","7","@jokowi Mohon unt benar2 di pertimbangkan masukan ini tentang cawe-cawenya pak. Ada kepentingan yg sangat jauh lebih mendesak unt didahulukan pak. Yaitu kepentingan bangsa ini. Kepentingan keutuhan bangsa ini ","1663874757291544576","","jokowi","in","Jakarta, Indonesia","0","0","0","https://x.com/Didikjzie/status/1663874757291544576","1085254697185828864","Didikjzie"
"1663724943786536961","Thu Jun 01 15:08:14 +0000 2023","0","@jokowi Ditambah dengan pasir-pasir pantai","1664287746121433090","","jokowi","in","","0","0","0","https://x.com/syaif38/status/1664287746121433090","2576858468","syaif38"
"1663724943786536961","Wed May 31 06:34:04 +0000 2023","0","@jokowi Tapi banyak pohon yg ditebang untuk membuat IKN","1663795962761089025","","jokowi","in","","0","0","0","https://x.com/pamswakarsa_/status/1663795962761089025","1605700447003475968","pamswakarsa_"
"1663724943786536961","Wed May 31 02:06:46 +0000 2023","4","@jokowi love Indonesia🇮🇩 I love Bali 🇮🇩 I love Bandung 🇮🇩i love jakarta🇮🇩 diverse culture many beautiful places the food i like sate nasi goreng nasi padang and many more Saya dari semarang","1663728695721463808","","jokowi","en","Kota Semarang, Jawa Tengah","0","2","0","https://x.com/caepriecrxn_/status/1663728695721463808","1378911463436288000","caepriecrxn_"
"1663724943786536961","Wed May 31 02:12:29 +0000 2023","46","@jokowi Semangat Pak Presiden sesemangat Nasabah Jiwasraya Putusan Pengadilan Inkracht Sudah 5 Tahun Uangnya Belum Kembali Ulah Pembantu Bapak Yang Arogan.","1663730133692461057","","jokowi","in","Denpasar, Bali","0","6","3","https://x.com/machrilmachril1/status/1663730133692461057","1605727475694125058","machrilmachril1"
"1663724943786536961","Wed May 31 02:15:10 +0000 2023","69","@jokowi Aamiin https://t.co/KHfeNrRXlW","1663730812385370112","https://pbs.twimg.com/media/FxbCWyQakAAkIIG.jpg","jokowi","fi","","0","4","2","https://x.com/831212Y/status/1663730812385370112","1603569149543710721","831212Y"
"1663724943786536961","Wed May 31 02:20:40 +0000 2023","29","@jokowi Katanya presiden tapi kok malah mirip boneka ?","1663732192931991552","","jokowi","in","","0","2","3","https://x.com/Dingsanak_Lawas/status/1663732192931991552","1655746490743095296","Dingsanak_Lawas"
"1663724943786536961","Wed May 31 02:26:29 +0000 2023","20","@jokowi Apakah 500rb voters udh cukup valid utk mewakili sekian ratus juta rakyat Indonesia Pak?","1663733656790392837","","jokowi","in","banyubiru & jakarta","1","17","1","https://x.com/widipramono/status/1663733656790392837","230923953","widipramono"
"1663724943786536961","Wed May 31 02:37:17 +0000 2023","141","@jokowi Kalo ini monumen apa ? https://t.co/OvomH9kONO","1663736375685038080","https://pbs.twimg.com/media/FxbHaYyakAELYiU.jpg","jokowi","in","","0","37","8","https://x.com/DidingNurislam/status/1663736375685038080","2481602298","DidingNurislam"
"1663724943786536961","Wed May 31 02:44:43 +0000 2023","1","@jokowi 🅲🅰🆆🅴-🅲🅰🆆🅴 🅾🆁🅰 🅱🅴🅶🅰🆆🅴","1663738248068481025","","jokowi","und","","0","0","0","https://x.com/janetez69/status/1663738248068481025","1567446979533488128","janetez69"
"1663724943786536961","Wed May 31 02:36:18 +0000 2023","55","@jokowi Ganti Presiden yg gak sejalan kemungkinan besar proyek ini mangkrak dan akan mengusik proyek2 berhutang besar lainnya yg diacc Bpk.. bahaya Pak makanya harus cawe cawe mempersiapkan pengganti yang sejalan ... ","1663736130230177792","","jokowi","in","Indonesia","0","10","3","https://x.com/BangCepot77/status/1663736130230177792","229690100","BangCepot77"
"1663724943786536961","Wed May 31 03:16:41 +0000 2023","74","@jokowi Pak @jokowi sy ingat pidato bpk di 2014 yg kecam tindakan punggungi lautan. Tapi kini bpk sendiri yg punggungi lautan dgn ijinkan ekspor pasir laut. Pak ijin ekspor pasir laut itu merusak lingkungan hidup dan ancam hidup nelayan dan masyarakat pesisir. @KelautanKKP https://t.co/ESQSEDcYA3","1663746292957483008","https://pbs.twimg.com/media/FxbQT0JaYAAy5Ey.jpg","jokowi","in","Jakarta Capital Region","0","7","16","https://x.com/cak_daus/status/1663746292957483008","53009638","cak_daus"
"1663724943786536961","Wed May 31 04:27:32 +0000 2023","44","@jokowi ..menjaga alam lingkungan beserta ekosistemnya? becanda aje sih..! https://t.co/RlCnKHtjRP","1663764121756774400","","jokowi","in","","0","1","5","https://x.com/surabioncomamis/status/1663764121756774400","1604336540598968320","surabioncomamis"
"1663724943786536961","Wed May 31 06:12:02 +0000 2023","52","@jokowi Pohon hayat. Pohon kehidupan. Tapi ngangsur hutang biayanya beserta bunganya hingga akhir hayat. ","1663790418990100480","","jokowi","in","","0","3","4","https://x.com/Shofia_Labora/status/1663790418990100480","1603515715889139712","Shofia_Labora"
"1663724943786536961","Wed May 31 07:14:27 +0000 2023","39","@jokowi Bangun kereta cepat Jakarta Bandung aja babak belur biayanya bisa membengkak terus konon pulak mau bangun IKN yang ratusan triliun sudahlah pak jangan terlalu tinggi halunya. Yang susah itu nantinya negara bukan bapak.","1663806128537620482","","jokowi","in","Kota Manado, Sulawesi Utara","0","3","1","https://x.com/buang_asmara/status/1663806128537620482","1603723014314397696","buang_asmara"
"1663724943786536961","Wed May 31 07:56:11 +0000 2023","45","@jokowi Kedepan kita serahkan kepada Pak ANIES semoga logo berubah jadi realitas https://t.co/tpskhr7czf","1663816628138819584","https://pbs.twimg.com/media/FxcQZviagAA_Cqu.jpg","jokowi","in","","0","7","2","https://x.com/Raaj_889/status/1663816628138819584","223652546","Raaj_889"
"1663724943786536961","Wed May 31 01:57:13 +0000 2023","2","@jokowi Info luhut binsar panjaitan kemana pak...di cari tuh","1663726294633414656","","jokowi","in","","0","3","0","https://x.com/GobengKhoir/status/1663726294633414656","1423528718706778113","GobengKhoir"
"1663724943786536961","Wed May 31 01:57:33 +0000 2023","12","@jokowi Pohon akhir hayat kah","1663726377496109056","","jokowi","in","Indonesian","0","0","0","https://x.com/Bons631/status/1663726377496109056","1347319305646456839","Bons631"
