"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1503190730218504194","Mon Mar 14 03:31:27 +0000 2022","0","@jokowi Capek banget dengar kata standar internasional .","1503212184595484675","","jokowi","in","Indonesia","0","0","0","https://x.com/wewegomb/status/1503212184595484675","1247107238373642241","wewegomb"
"1503190730218504194","Mon Mar 14 08:37:58 +0000 2022","0","@jokowi Mr Presiden... Habis dipake Tendanya boleh donk saya minta ","1503289321561870342","","jokowi","in","curup","0","0","0","https://x.com/Shankara_Q/status/1503289321561870342","15862149","Shankara_Q"
"1503190730218504194","Mon Mar 14 04:50:03 +0000 2022","0","@jokowi Mau dibuat mirip wall street kah ? ","1503231963028934657","","jokowi","in","Kota Bandung, Jawa Barat","0","0","0","https://x.com/itszaelany_/status/1503231963028934657","1176212316435537920","itszaelany_"
"1503190730218504194","Mon Mar 14 08:34:46 +0000 2022","0","@jokowi Great post ️","1503288516393897984","","jokowi","en","Gulf Stream, FL","0","0","0","https://x.com/DrPullmanrogers/status/1503288516393897984","1459559898493042691","DrPullmanrogers"
"1503190730218504194","Mon Mar 14 02:54:01 +0000 2022","1","@jokowi Semoga cepat berdiri istana Negara .....","1503202764129996803","","jokowi","in","Jakarta Capital Region","0","1","0","https://x.com/Lembayung071/status/1503202764129996803","1227499861580251136","Lembayung071"
"1503190730218504194","Mon Mar 14 03:15:13 +0000 2022","35","@jokowi Bapak Saya merantau ke Jakarta dr Jateng thn 2000 karena susah cr pekerjaan yg sesuai pendidikan Saya. Sekarang dengan adanya Internet pekerjaan Saya bisa dilakukan dr mana saja. Saya dukung 100% IKN sebagai aimbol sila ke 5 agar ekonomi merata tidak cuma Jakarta.","1503208099314020357","","jokowi","in","Jakarta Capital Region","1","4","2","https://x.com/qodoxngorex/status/1503208099314020357","214439372","qodoxngorex"
"1503190730218504194","Mon Mar 14 07:12:53 +0000 2022","1","@jokowi @WargaNet1969 Mbulet https://t.co/7TlALQoaOo","1503267909262786560","https://pbs.twimg.com/media/FNyuMG7aMAAgbht.jpg","jokowi","in","Bruno, Indonesia","0","0","0","https://x.com/JaenoXTM/status/1503267909262786560","1333960134452625410","JaenoXTM"
"1503190730218504194","Mon Mar 14 03:37:04 +0000 2022","1","@jokowi Dari metaverse jadi metafisika","1503213597128036366","","jokowi","in","Malawi","0","0","1","https://x.com/rzlhmdfz/status/1503213597128036366","247651184","rzlhmdfz"
"1503190730218504194","Mon Mar 14 07:58:01 +0000 2022","0","@jokowi Ya sepakat pak silahkan pindahkan ke sana","1503279265579683843","","jokowi","in","","0","0","0","https://x.com/keepithink_crab/status/1503279265579683843","1138988249358196736","keepithink_crab"
"1503190730218504194","Mon Mar 14 03:27:04 +0000 2022","91","@jokowi Sukanya gaya hobinya janji Kebiasaannya menipu Cita-citanya 3 periode https://t.co/Trjb3NV5yr","1503211080231026690","https://pbs.twimg.com/media/FNx6gsbXsAILfQr.jpg","jokowi","in","Indonesia","0","6","12","https://x.com/yaniarsim/status/1503211080231026690","929287558281830400","yaniarsim"
